PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
13977,1596,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,43,M,19919,282,0.940999985,0,0.912,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,686,2,0,0,17,16,1,0,0,0,0,0.940999985,0.059,1,0,0.059,0,13,1,0,0,9,0,0,17,0,7,72,12
13978,67,30,3,7,55,28,1,1,0,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,306,1,0,0,Married,GRADUATE,33,M,32000,130,1,0,0.025,NULL,0,NULL,0,0,0,0,0,1.776000023,0,0,ConsumerLoan,ConsumerLoan,677,2,0,0,3,3,0,0,0,0,0,1,0,1,0,0.333000004,0,0,0,0,3,0,0,0,0,3,0,44,10
13979,137,34,31,4,107,16,0,0,0,NULL,0,3,2,24,1,6,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,104,1,1,0,Married,SSC,27,M,19500,78,0.200000003,0,1,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,657,4,0,0,5,1,4,0,1,0.200000003,0,0.200000003,0.800000012,1,1,0.200000003,0.200000003,0,0,0,0,4,0,0,4,1,1,52,7
13980,50,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,73,11,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1288,0,0,0,Married,12TH,42,F,23000,189,0.666999996,0,1.04400003,NULL,0,NULL,0,0,0,0,0,3.803999901,1,0,others,others,710,1,0,0,3,2,1,0,1,0.333000004,0,0.666999996,0.333000004,0,1,0,0.333000004,1,0,0,0,2,0,0,2,1,1,43,21
13981,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,34,M,15000,125,1,0,1,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,682,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,7,7
13982,70,11,7,5,59,28,0,5,5,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,347,1,0,0,Married,SSC,32,M,12000,155,1,0,0.050000001,NULL,0,NULL,0,0,0,0,0,0.990999997,0,0,others,ConsumerLoan,663,3,0,0,2,2,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,11,11
13983,67,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,637,0,0,0,Married,GRADUATE,31,M,23500,89,0.200000003,0,0.555000007,NULL,0,NULL,0,0,0,0,0,0.595000029,0,0,ConsumerLoan,ConsumerLoan,687,2,0,0,5,1,4,0,2,0.400000006,0,0.200000003,0.800000012,2,4,0.400000006,0.800000012,0,0,0,3,0,0,0,0,5,2,21,6
13984,270,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,494,0,0,0,Married,GRADUATE,29,M,12000,72,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,CC,692,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,16,16
13985,70,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,487,0,0,0,Married,12TH,52,M,20000,120,0.5,0,0.470999986,NULL,0,0.470999986,1,0,0,0,0,6.849999905,0,0,PL,ConsumerLoan,695,2,0,1,4,2,2,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,2,0,0,2,0,4,0,64,16
13986,57,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,173,2,1,0,Single,OTHERS,30,M,30000,99,0.75,0.666999996,0.814999998,NULL,0,0.867999971,1,0,0,0,0,3.809999943,0,0,others,ConsumerLoan,691,2,0,1,4,3,1,2,0,0,0.5,0.75,0.25,3,1,0.75,0.25,1,0,0,2,0,0,1,0,4,1,14,6
13987,55,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,6,3,2,Married,12TH,36,M,30000,96,0.800000012,0.75,0.629000008,NULL,0,NULL,0,0,0,0,0,3.65899992,0,0,ConsumerLoan,ConsumerLoan,670,2,0,0,5,4,1,3,0,0,0.600000024,0.800000012,0.200000003,4,1,0.800000012,0.200000003,1,0,0,4,0,0,0,0,5,1,14,4
13988,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,Married,12TH,26,M,20000,101,1,1,0.986999989,NULL,0,NULL,0,0,0,0,0,1.524999976,0,0,ConsumerLoan,ConsumerLoan,680,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,5,5
13989,23,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,30,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,459,0,0,0,Single,GRADUATE,28,F,23000,79,1,0,0.662999988,NULL,0,0.662999988,1,0,0,0,0,4.34800005,0,0,PL,PL,692,2,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,15,15
13990,46,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,3,2,2,Married,GRADUATE,37,M,30000,68,0.5,1,1,NULL,0,NULL,0,0,0,0,0,0.5,0,0,ConsumerLoan,others,692,2,0,0,2,1,1,1,0,0,0.5,0.5,0.5,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,119,2
13991,395,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,639,0,0,0,Single,12TH,25,M,14000,63,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,ConsumerLoan,689,2,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,21,21
13992,46,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,5,6,5,17,13,6,Married,UNDER GRADUATE,29,F,30000,58,0.75,0.25,0.757000029,NULL,0,NULL,0,0.833000004,0,0.833000004,0,1.235000014,0,0,others,others,643,4,0,0,4,3,1,1,1,0.25,0.25,0.75,0.25,4,1,1,0.25,2,0,0,3,0,0,0,0,4,1,8,2
13993,516,35,20,8,63,63,0,0,0,NULL,NULL,5,1,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,2,1,1,Single,GRADUATE,25,M,41000,225,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,HL,663,3,0,0,32,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,32,0,0,57,21
13994,847,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,12TH,28,M,14000,66,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,690,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,51,51
13995,73,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,426,0,0,0,Married,GRADUATE,30,M,24000,66,0.143000007,1,0.416999996,NULL,0,NULL,1,0,0,0,0,0.512000024,0,0,AL,ConsumerLoan,696,2,0,0,7,1,6,1,3,0.42899999,0.143000007,0.143000007,0.856999993,1,4,0.143000007,0.57099998,0,1,0,3,0,0,3,1,6,0,68,5
13996,60,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,372,0,0,0,Single,UNDER GRADUATE,23,M,16000,21,1,0,0.639999986,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,678,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,12
13997,81,18,1,10,59,59,1,3,2,59,59,1,0,86,10,22,0,0,0,0,0,0,0,0,0,59,23,3,0,0,17,2,2,18,4,4,2,Married,GRADUATE,40,M,40000,126,0.187999994,1,0.808000028,0.495000005,1,0.811999977,1,1,0,0.118000001,0,30.56399918,1,0,ConsumerLoan,PL,696,2,1,1,16,3,13,1,3,0.187999994,0.061999999,0.187999994,0.811999977,1,3,0.061999999,0.187999994,0,1,1,0,5,0,9,6,10,0,111,5
13998,3616,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,43,M,30000,186,1,0,0.033,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,686,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,160,160
13999,35,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,1,1,0,Single,GRADUATE,22,M,16000,48,1,1,0.84799999,NULL,0,NULL,0,0,0,0,0,1.054999948,0,0,ConsumerLoan,ConsumerLoan,682,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3
14000,65,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235,1,0,0,Married,12TH,45,M,20000,123,1,0,0.583000004,NULL,0,NULL,0,0,0,0,0,1.664999962,0,0,ConsumerLoan,ConsumerLoan,681,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
14001,51,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1152,0,0,0,Married,SSC,38,M,25000,35,1,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,AL,AL,694,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,38
14002,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,27,M,13000,76,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,682,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,69,44
14003,131,8,5,3,89,29,1,3,2,29,89,1,1,9,3,7,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,96,1,1,0,Married,12TH,27,M,15000,102,1,1,0.788999975,NULL,0,NULL,0,0,0,0,0,3.73300004,0,0,others,others,674,2,0,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,1,0,0,1,0,0,0,0,2,1,13,3
14004,672,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,UNDER GRADUATE,49,M,35000,245,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,690,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,27
14005,39,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,5,4,Single,SSC,27,M,15000,182,1,1,0.632000029,NULL,0,NULL,0,0,0,0,0,3.230000019,0,0,ConsumerLoan,ConsumerLoan,677,2,0,0,4,4,0,3,0,0,0.75,1,0,3,0,0.75,0,1,0,0,3,0,0,0,0,4,1,65,3
14006,29,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,4,3,3,3,Single,SSC,30,M,20000,38,1,1,1,NULL,0,NULL,0,1,0,1,0,0.674000025,0,0,ConsumerLoan,CC,651,4,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
14007,35,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,54,M,40000,260,0.286000013,0.5,1.008999944,NULL,0,1.001000047,1,0,0,0,0,10,0,0,others,others,690,2,0,1,7,2,5,1,0,0,0.143000007,0.286000013,0.713999987,2,1,0.286000013,0.143000007,0,0,0,0,0,0,1,6,1,6,55,1
14008,60,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,27,M,12000,86,1,1,0.883000016,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,672,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,6,6
14009,41,6,6,1,24,24,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,346,1,0,0,Married,12TH,32,M,50000,110,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,ConsumerLoan,671,2,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,12,12
14010,27,4,4,1,26,26,1,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,2,2,2,137,4,2,0,Single,12TH,26,M,20000,77,1,0.600000024,0.806999981,NULL,0,0.98299998,1,1,0,1,0,6.21999979,1,0,PL,others,660,3,0,1,5,5,0,3,0,0,0.600000024,1,0,5,0,1,0,1,0,0,1,1,0,1,3,2,2,9,3
14011,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,524,0,0,0,Single,POST-GRADUATE,28,M,19000,62,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,PL,PL,680,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,67,67
14012,2349,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,31,M,10000,122,0,0,0,NULL,0,NULL,1,0,0,0,0,NULL,0,0,others,others,681,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,92,73
14013,1819,27,23,3,900,870,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,870,3,0,0,0,0,0,0,34,1,1,1,Married,SSC,42,M,35000,45,0,1,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,others,690,2,0,0,5,0,5,1,1,0.200000003,0.200000003,0,1,1,1,0.200000003,0.200000003,0,0,0,0,4,0,0,5,0,1,85,5
14014,120,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,24,9,17,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,POST-GRADUATE,29,M,19500,26,0.5,0.333000004,0.940999985,NULL,0,0.867999971,1,0,0,0,0,5.385000229,1,0,others,others,702,3,0,1,4,2,2,1,1,0.25,0.25,0.5,0.5,3,1,0.75,0.25,0,0,0,2,1,0,1,1,3,0,30,5
14015,300,24,18,4,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,58,1,1,1,Married,OTHERS,27,M,15000,224,0.666999996,0,0,NULL,0,NULL,0,0,0,0,0,1.424000025,0,0,others,ConsumerLoan,656,4,0,0,3,2,1,0,0,0,0,0.666999996,0.333000004,0,0,0,0,0,0,0,2,0,0,0,0,3,1,26,21
14016,827,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,2,1,1,Single,SSC,28,M,20000,34,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,687,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,46,33
14017,56,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,25,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,Married,GRADUATE,27,M,19000,41,1,0,0.31400001,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,685,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0.5,0,0,2,0,0,0,0,0,2,0,0,26,12
14018,1357,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,1,1,Married,GRADUATE,52,M,27000,123,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,1,ConsumerLoan,ConsumerLoan,672,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,132,132
14019,54,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,326,2,0,0,Married,SSC,37,F,43000,150,0.42899999,0.5,0.819999993,NULL,0,0.646000028,1,0,0,0,0,4.69299984,1,0,others,others,688,2,0,1,14,6,8,1,0,0,0.071000002,0.42899999,0.57099998,2,0,0.143000007,0,0,1,0,4,2,0,1,8,6,6,58,3
14020,518,22,21,2,99,68,0,0,0,NULL,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,12,1,1,1,Married,SSC,42,M,16000,185,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,658,4,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,57,24
14021,51,19,18,2,40,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,1,114,2,1,0,Single,12TH,22,M,21000,46,0.166999996,1,0.726999998,NULL,0,NULL,0,0,0,0,0,2.825999975,1,0,ConsumerLoan,ConsumerLoan,676,2,0,0,6,1,5,1,0,0,0.166999996,0.166999996,0.833000004,1,0,0.166999996,0,0,0,0,1,5,0,0,5,1,0,24,3
14022,68,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,1,0,1,198,7,0,0,Married,UNDER GRADUATE,26,M,20500,106,1,0,0.47299999,NULL,0,NULL,0,0,0,0,0,0.270999998,0,0,CC,ConsumerLoan,681,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
14023,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,228,1,0,0,Single,GRADUATE,21,M,14500,53,1,0,0.954999983,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,674,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,8,8
14024,22,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,278,3,0,0,Married,UNDER GRADUATE,38,M,29000,101,0.210999995,0,0.180000007,0.164000005,1,NULL,0,0,0,0,0,1.621000051,1,0,ConsumerLoan,CC,702,3,1,0,19,4,15,0,0,0,0,0.210999995,0.788999975,1,0,0.052999999,0,0,0,2,1,15,0,0,16,3,1,119,9
14025,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109,1,1,0,Married,12TH,50,F,27000,173,1,1,0.518000007,NULL,0,NULL,0,0,0,0,0,1.036999941,0,0,others,others,674,2,0,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,2,0,0,1,0,0,0,1,1,1,19,3
14026,42,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,12,11,6,Single,12TH,30,M,30000,66,1,0.5,0.879999995,NULL,0,NULL,0,0,0,0,0,2.016000032,0,0,ConsumerLoan,ConsumerLoan,641,4,0,0,4,4,0,2,0,0,0.5,1,0,4,0,1,0,1,0,0,3,0,0,0,1,3,1,7,3
14027,59,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,1,1,0,Single,GRADUATE,25,M,25000,29,1,1,0.68599999,NULL,0,NULL,0,0,0,0,0,1.682999969,0,0,others,others,672,2,0,0,5,5,0,5,0,0,1,1,0,5,0,1,0,3,0,0,2,0,0,0,0,5,3,5,2
14028,57,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,288,1,0,0,Single,POST-GRADUATE,25,M,17500,49,1,0,0.171000004,NULL,0,NULL,0,0,0,0,0,1.802000046,0,0,others,others,676,2,0,0,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,10,10
14029,52,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,1,9,7,4,Married,GRADUATE,25,F,38500,74,0,0,0,NULL,0,NULL,0,1,1,1,1,NULL,0,0,ConsumerLoan,ConsumerLoan,654,4,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,8
14030,494,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,990,0,0,0,Married,GRADUATE,43,M,10000,216,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,685,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,33
14031,63,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,76,4,4,2,Married,GRADUATE,32,M,20000,23,0.666999996,1,0.791000009,NULL,0,NULL,0,1,0,1,0,1.715999961,0,0,others,others,687,2,0,0,6,4,2,3,0,0,0.5,0.666999996,0.333000004,3,1,0.5,0.166999996,3,3,0,1,0,0,0,3,3,2,103,1
14032,583,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,1,1,Married,12TH,29,M,20000,30,0,0,0,NULL,0,NULL,0,0,1,0,1,NULL,0,0,CC,CC,678,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,38
14033,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,42,M,35000,30,1,1,1.006999969,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,670,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,4,4
14034,41,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,GRADUATE,23,M,20000,71,1,0,0.796999991,NULL,0,NULL,0,0,0,0,0,10,0,0,others,others,678,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,10,10
14035,735,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,2,1,1,Married,SSC,41,M,22000,76,0.333000004,0,0.888999999,NULL,0,NULL,0,1,0,1,0,NULL,0,0,PL,AL,680,2,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,1,0,0.333000004,0,1,0,0,0,0,0,0,3,0,3,84,10
14036,48,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,4,23,5,2,2,Single,12TH,22,M,29000,85,1,0,0.829999983,NULL,0,NULL,0,0.5,0,0.5,0,0.485000014,0,0,PL,others,674,2,0,0,3,3,0,0,0,0,0,1,0,2,0,0.666999996,0,0,1,0,1,0,0,0,1,2,1,68,8
